epoch,lr-Adam,step,train_loss_step
,4.554884576659203e-05,0,
0,,24,0.18194526433944702
0,,49,0.2321508824825287
0,,74,0.34389662742614746
0,,99,0.23846015334129333
0,,124,0.17231011390686035
0,,149,0.1823965311050415
0,,174,0.3230465054512024
0,,199,0.23088978230953217
0,,224,0.15014667809009552
0,,249,0.18400216102600098
0,,274,0.19995760917663574
0,,299,0.25941506028175354
0,,324,0.26415354013442993
0,,349,0.3353588581085205
0,,374,0.27757129073143005
0,,399,0.29095321893692017
0,,424,0.2277998924255371
0,,449,0.2849760055541992
0,,474,0.15506121516227722
0,,499,0.3078559637069702
0,,524,0.3122488856315613
0,,549,0.20756793022155762
0,,574,0.2326286882162094
0,,599,0.25145208835601807
0,,624,0.17203478515148163
0,,649,0.2942686975002289
0,,674,0.148687481880188
0,,699,0.29076501727104187
0,,724,0.25215885043144226
0,,749,0.23421518504619598
0,,774,0.3497253358364105
0,,799,0.41533607244491577
0,,824,0.27148497104644775
0,,849,0.3216286599636078
0,,874,0.27068695425987244
0,,899,0.2975671887397766
0,,924,0.33825159072875977
0,,949,0.22826620936393738
0,,974,0.12766212224960327
0,,999,0.20573925971984863
0,,1024,0.31864553689956665
0,,1049,0.23311392962932587
0,,1074,0.20699235796928406
0,,1099,0.13256418704986572
0,,1124,0.1335470974445343
0,,1149,0.25958046317100525
0,,1174,0.20800356566905975
0,,1199,0.19959495961666107
0,,1224,0.12292935699224472
0,,1249,0.21519772708415985
0,,1274,0.21744458377361298
0,,1299,0.1806657761335373
0,,1324,0.22804825007915497
