epoch,lr-Adam,step,train_loss_step
,8.485771934903472e-05,0,
0,,24,0.2944449782371521
0,,49,0.3517480492591858
0,,74,0.2684282064437866
0,,99,0.10118883848190308
0,,124,0.15083837509155273
0,,149,0.1790408194065094
0,,174,0.11774308234453201
0,,199,0.08406852185726166
0,,224,0.23417356610298157
0,,249,0.22057770192623138
0,,274,0.19799396395683289
0,,299,0.23915401101112366
0,,324,0.19504457712173462
0,,349,0.18685513734817505
0,,374,0.18038994073867798
0,,399,0.21582834422588348
0,,424,0.3877924382686615
0,,449,0.32542797923088074
0,,474,0.13201561570167542
0,,499,0.25344687700271606
0,,524,0.3920552730560303
0,,549,0.23903849720954895
0,,574,0.3407536745071411
0,,599,0.32907411456108093
