epoch,lr-Adam,step,train_loss_step
,0.00016377699022553655,0,
0,,24,0.15046426653862
0,,49,0.22540244460105896
0,,74,0.3429741859436035
0,,99,0.2341768592596054
0,,124,0.18864235281944275
0,,149,0.1854674220085144
0,,174,0.3206680119037628
0,,199,0.23258545994758606
0,,224,0.16303808987140656
0,,249,0.1863628327846527
0,,274,0.19696414470672607
0,,299,0.2566511631011963
0,,324,0.25514277815818787
0,,349,0.3349483907222748
0,,374,0.2803628146648407
0,,399,0.29202958941459656
0,,424,0.21956197917461395
0,,449,0.28621357679367065
0,,474,0.15723878145217896
0,,499,0.30756133794784546
0,,524,0.3160092532634735
0,,549,0.21181771159172058
0,,574,0.23952925205230713
0,,599,0.24500519037246704
0,,624,0.17628225684165955
0,,649,0.2990744709968567
0,,674,0.14832554757595062
0,,699,0.2831345796585083
0,,724,0.25856149196624756
0,,749,0.236093670129776
0,,774,0.3462437093257904
0,,799,0.4101974666118622
0,,824,0.2767723500728607
0,,849,0.3088347315788269
0,,874,0.2787984013557434
0,,899,0.30656009912490845
0,,924,0.3314778208732605
0,,949,0.23418383300304413
0,,974,0.12595361471176147
0,,999,0.20699542760849
0,,1024,0.3221014738082886
0,,1049,0.2314893901348114
0,,1074,0.2132810354232788
0,,1099,0.13283495604991913
0,,1124,0.12509870529174805
0,,1149,0.25813746452331543
0,,1174,0.20644913613796234
0,,1199,0.20159415900707245
0,,1224,0.12696751952171326
0,,1249,0.2129121869802475
0,,1274,0.2097386121749878
0,,1299,0.18286427855491638
0,,1324,0.22385960817337036
