epoch,lr-Adam,step,train_loss_step
,1.4715000039315672e-05,0,
0,,24,0.666380763053894
0,,49,0.25946342945098877
0,,74,0.34140074253082275
0,,99,0.2503410875797272
0,,124,0.18754681944847107
0,,149,0.17461320757865906
0,,174,0.32537752389907837
0,,199,0.23361539840698242
0,,224,0.1342354118824005
0,,249,0.1805153489112854
0,,274,0.1955767720937729
0,,299,0.27291858196258545
0,,324,0.26862767338752747
0,,349,0.3753998875617981
0,,374,0.2785513997077942
0,,399,0.29378941655158997
0,,424,0.23319111764431
0,,449,0.27587926387786865
0,,474,0.1610548198223114
0,,499,0.2970271706581116
0,,524,0.31859880685806274
0,,549,0.20122119784355164
0,,574,0.23927460610866547
0,,599,0.2522268295288086
0,,624,0.1831369400024414
0,,649,0.2913903594017029
0,,674,0.14905157685279846
0,,699,0.29234206676483154
0,,724,0.26456135511398315
0,,749,0.22923731803894043
0,,774,0.35463497042655945
0,,799,0.43840548396110535
0,,824,0.2705742120742798
0,,849,0.3175398111343384
0,,874,0.27090299129486084
0,,899,0.3008628785610199
0,,924,0.3611351251602173
0,,949,0.21024350821971893
0,,974,0.12761594355106354
0,,999,0.2051461637020111
0,,1024,0.3022899925708771
0,,1049,0.23208191990852356
0,,1074,0.2054525464773178
0,,1099,0.1332588940858841
0,,1124,0.12399083375930786
0,,1149,0.2603827118873596
0,,1174,0.2066199779510498
0,,1199,0.20698601007461548
0,,1224,0.1179315447807312
0,,1249,0.21697938442230225
0,,1274,0.21438078582286835
0,,1299,0.18764549493789673
0,,1324,0.2386038899421692
