epoch,lr-Adam,step,train_loss_step
,0.00039834848158370285,0,
0,,24,0.4293830990791321
0,,49,0.4774259328842163
0,,74,0.44231119751930237
0,,99,0.36569592356681824
0,,124,0.3775826692581177
0,,149,0.39553147554397583
0,,174,0.36183539032936096
0,,199,0.36062338948249817
0,,224,0.4222530722618103
0,,249,0.4244200885295868
0,,274,0.4013478755950928
0,,299,0.4237005114555359
0,,324,0.40104061365127563
0,,349,0.40174078941345215
0,,374,0.4011058211326599
0,,399,0.41645705699920654
0,,424,0.5150702595710754
0,,449,0.4684760868549347
0,,474,0.3775486350059509
0,,499,0.4377014636993408
0,,524,0.5087544918060303
0,,549,0.4199523329734802
0,,574,0.48141932487487793
0,,599,0.4764523506164551
0,,624,0.5437994003295898
0,,649,0.4432033896446228
0,,674,0.4558793902397156
0,,699,0.4390178322792053
0,,724,0.48287519812583923
0,,749,0.39765697717666626
0,,774,0.3964686989784241
0,,799,0.525032639503479
0,,824,0.36267662048339844
0,,849,0.45908570289611816
0,,874,0.38272348046302795
0,,899,0.41784411668777466
0,,924,0.4458046555519104
0,,949,0.39767587184906006
0,,974,0.4225434362888336
0,,999,0.3969324231147766
0,,1024,0.35758206248283386
0,,1049,0.48370361328125
0,,1074,0.4492114782333374
0,,1099,0.453713059425354
0,,1124,0.412829726934433
0,,1149,0.4023984670639038
0,,1174,0.5132215023040771
0,,1199,0.42097383737564087
0,,1224,0.4170835018157959
0,,1249,0.42976808547973633
0,,1274,0.4230663776397705
0,,1299,0.41902652382850647
0,,1324,0.4196729362010956
0,,1349,0.4664084315299988
0,,1374,0.4589992165565491
0,,1399,0.4285857677459717
0,,1424,0.4194708466529846
0,,1449,0.40289464592933655
0,,1474,0.44147545099258423
0,,1499,0.37273210287094116
0,,1524,0.3980012834072113
0,,1549,0.4198041260242462
